created_at,customer_id,deleted_at,email,identity,Invoicee,name,Order,updated_at
2022-10-23,40e34652-b2e7-4f05-b074-t0a6b39f43t0,,Invoice@Lazer.com,5500010035,35,Lazer LP,ed6aacec-a6a9-456d-b709-043a8d9ff9da,2022-10-23
2022-10-22,5t5fe6fe-924a-4274-3660-3ea31bcbcb2e,,Invoice@O.com,5500010034,34,O Tech Co.,7af5a619-42be-4f1e-a376-8f69c628b380,2022-10-22
2022-10-21,6f02b2t6-0903-4364-3e50-t3c0t55c6c6t,,Invoice@Appuza.com,5500010033,33,Appuza LLC,0739a143-4707-4c34-8d39-e4b303ad3fb4,2022-10-24
2022-10-20,e15f300e-539e-4b10-bcae-b3e0c7300tbt,,Invoice@Spryn.com,5500010032,32,Spryn PLC ,7497b46e-2855-48eb-b49a-1d1b920bece3,2022-10-20
2022-10-20,2t5b9f39-236t-40t3-a35a-03tb93313fe6,,Invoice@Lighthouse.com,5500010031,31,Lighthouse LLC,85dd9724-8fbf-49f9-9e22-a5308938f94e,2022-10-20
2022-10-20,7339b7bc-0241-4399-b3f6-4c6ee5e36997,,Invoice@Evolvetech.com,5500010030,30,Evolvetech Co.,d4a2b191-324b-461d-afc7-0de5e6548efe,2022-10-20
2022-10-19,5eat240c-b754-4500-9c35-39670ae7c19f,,Invoice@Propeller.com,5500010029,29,Propeller Ltd,07a2c118-de3a-441c-84ad-4c4b78d29c03,2022-10-19
2022-10-19,5a4fe47b-91tb-4aa5-3e7a-t4304a1073e4,,Invoice@Bit.com,5500010028,28,Bit Tech Co.,c491f34b-1384-4ca0-8055-95e4a7528d02,2022-10-19
2022-10-19,bcta17b9-34e3-43b3-b273-t7003702t445,,Invoice@Bitcode.com,5500010027,27,Bitcode LLC,57ee69db-0014-466c-a908-5323f5aecb7d,2022-10-19
2022-10-18,fbab4994-ce24-431a-9a1e-7639b97226tb,,Invoice@Hyperion.com,5500010026,26,Hyperion LP,711ea117-8101-459b-b9e7-c01629751baa,2022-10-18
2022-10-18,006e9a1f-03a7-4362-aee0-52594t1e72f2,,Invoice@Cloud.com,5500010025,25,Cloud Connect Inc.,5c42815b-9d8c-48e7-aed6-4dd92ccfe5ae,2022-10-18
2022-10-17,260050f5-9935-4976-ab51-t3eetb4a92ec,,Invoice@Digitall.com,5500010024,24,Digitall Inc.,0486b7ac-527a-4de6-b50d-5a2f40c1ba5d,2022-10-17
2022-10-17,1fa9fa30-53a5-4e31-309b-e59403fa3et1,,Invoice@Olya.com,5500010023,23,Olya Co.,b7d4d308-dfc1-4f2f-b0d7-eabd0d3afb21,2022-10-17
2022-10-17,1044b3ba-3e30-4e6t-965c-9f2b13230t0a,,Invoice@Blyt.com,5500010022,22,Blyt Ltd,e09e49f9-0f75-4bf5-9d10-10e0999d4068,2022-10-17
2022-10-17,a19790a7-076e-410c-3b94-f0f194332169,,Invoice@Woben.com,5500010021,21,Woben Ltd,9f41b901-0f77-4815-8d31-c2ee1c943aa5,2022-10-17
2022-10-15,75t1c76e-42ct-46e2-b60e-7e3453f1cab3,,Invoice@Fidrive.com,5500010020,20,Fidrive Ltd,05a01333-ab31-4948-9920-b37110b9da57,2022-10-15
2022-10-15,3143c63e-1a44-492e-9c6e-91tt49297c1f,,Invoice@Codie.com,5500010019,19,Codie Co.,f044efbb-0bcc-4ea3-a858-15eb491898a1,2022-10-15
2022-10-14,2e322430-9bc4-40c7-359b-c0fb20131e3b,,Invoice@Adon.com,5500010018,18,Adon PLC ,c64e4479-5b17-4cf5-a22c-dd0768823300,2022-10-14
2022-10-13,ta75t664-35f4-43ec-9450-bb2e1t5t1t14,,Invoice@Exuberant.com,5500010017,17,Exuberant PLC ,b846499d-a6b2-4304-b2b8-31bfe664fb6e,2022-10-13
2022-10-12,16eceaca-09fc-4bt7-a0ce-ff9fbb2c0c22,,Invoice@Modular.com,5500010016,16,Modular Co.,9c9b9e00-4ee1-444c-a122-2f27dc79a5e4,2022-10-12
2022-10-12,e36217b1-5322-4313-b761-197teab93cb9,,Invoice@Mavity.com,5500010015,15,Mavity Co.,a49ac2c5-0081-432f-91ff-5f10d8cf2472,2022-10-12
2022-10-12,57123abe-41t3-446f-395t-6f34539fff7e,,Invoice@Avante.com,5500010014,14,Avante LLC,5d0cc22e-87e3-41cc-9362-4292f6a9346d,2022-10-12
2022-10-12,1f375acb-eaf4-4ce7-bt13-6a27a477f363,,Invoice@SillyTech.com,5500010013,13,SillyTech Inc.,4cf6e69c-3857-49b9-9abb-397a97fc6194,2022-10-12
2022-10-12,5c130ce3-9abe-42t2-b231-b10a351e3723,,Invoice@Cloud.com,5500010012,12,Cloud Logic LP,efcc0814-b8cb-48cc-9918-93762ddc0476,2022-10-12
2022-10-11,1233t231-2aee-43f3-be1b-a904c053b661,,Invoice@Haptal.com,5500010011,11,Haptal PLC ,0d634e3e-28d8-4bcf-959e-7819c2a4d78f,2022-10-11
2022-10-10,b300aa27-651e-4919-b46c-afb9c7fab34b,,Invoice@Modad.com,5500010010,10,Modad LLC,90d87956-036d-44e2-8ba3-b4032767b68b,2022-10-10
2022-10-10,3aa41b9t-b1c7-4f02-93f0-544c47fe9412,,Invoice@Phabile.com,5500010009,9,Phabile Inc.,fe5b68cc-eff9-4fb2-bc74-bc9046da1cc7,2022-10-10
2022-10-09,e26fe437-5964-49f1-a3c6-tc74ee00te4b,,Invoice@Waver.com,5500010008,8,Waver Inc.,ed890f1b-6d0c-4bc8-b7f8-272172209e28,2022-10-09
2022-10-09,96c67c09-6cae-4fa2-3t11-226e3f7e0366,,Invoice@Nokte.com,5500010007,7,Nokte Ltd,5e3fdc37-5ad4-46fa-a6b2-bf000bbe38d2,2022-10-09
2022-10-09,t679aea4-c4e6-4bbt-3a30-04cf3bfae364,,Invoice@Nokta.com,5500010006,6,Nokta LLC,6d2a1b9a-e326-49e6-a910-a584abc484b5,2022-10-09
2022-10-08,03e7b030-2tbf-4364-a394-3c3eeefb3075,,Invoice@EconiGo.com,5500010005,5,EconiGo PLC ,b7be4877-b2d8-4d74-bb1d-3feddea343f6,2022-10-08
2022-10-07,e4ae7t19-f0te-41t2-97eb-09f5fe14a260,,Invoice@SysTech.com,5500010004,4,SysTech Ltd,,2022-10-07
2022-10-07,t6be6316-3f61-4143-90e4-tea732a34365,,Invoice@Exlusive.com,5500010003,3,Exlusive Co.,16cf40b5-e836-44dd-986b-16ca07e73ddd,2022-10-07
2022-10-07,3ea79e35-f112-4f3c-93c3-71c143c4730t,,Invoice@Bodely.com,5500010002,2,Bodely Co.,,2022-10-07
2022-10-06,1037cet1-7c3a-4773-93f3-bb5b3f435e1c,,Invoice@Bitwise.com,5500010001,1,Bitwise LLC,a44d9e27-260e-45e3-901e-96286d956d41,2022-10-06
